FID,IID,POP,SEX,AGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,y
0,HG01976,AMR,0,39.0,-0.011129,-0.00478306,0.0363621,0.0730558,-0.00645038,0.00786218,0.00700148,-0.0118303,0.0207677,-0.0083399,0
0,HG01977,AMR,1,46.0,-0.0117625,0.000908971,0.0320669,0.0668888,0.0120456,0.0140034,-0.0120546,-0.00231884,-0.0176236,0.00879531,0
0,HG01979,AMR,1,52.0,-0.013301,-0.00487503,0.0387583,0.0862732,0.00442658,0.00395621,0.00605848,-0.0107338,-0.0176736,0.00183792,0
0,HG01980,AMR,0,52.0,-0.00893751,0.000647456,0.0280959,0.0615633,0.00591672,0.00790452,-4.41612e-5,-0.0104722,-0.011052,0.0239117,1
0,HG01982,AMR,1,53.0,-0.0147018,-0.00303673,0.0397657,0.0737302,-0.00430989,-0.0294437,0.0001538,0.0105596,0.0537379,-0.00655495,0
0,HG01985,AFR,0,53.0,0.0321977,-0.00343464,0.00424824,-0.00197117,0.000161989,-0.0313578,-0.0017462,0.0121553,-0.00059158,-0.0275993,1
0,HG01986,AFR,1,51.0,0.0257971,0.00142566,0.00588781,-0.00583897,-0.00629964,-0.0232649,-0.0112099,-0.000672015,0.0191409,-0.0290902,1
0,HG01988,AFR,1,50.0,0.0162735,0.0115539,0.0036394,-0.00261826,0.00326688,-0.0045432,0.00368472,-0.0149313,-0.00834351,0.00810111,1
0,HG01989,AFR,0,48.0,0.0334453,-0.00464702,0.00166456,-0.00479507,0.00263314,-0.00537405,-0.0145865,-0.00916776,-0.00339587,0.0110145,1
0,HG01990,AFR,1,50.0,0.0333724,-0.00435071,0.00268253,-0.00414158,-0.00141796,-0.0316904,0.0078353,0.0104257,0.0414823,-0.0123183,1
0,HG01991,AMR,1,56.0,-0.0131411,-0.00628872,0.0361621,0.0770051,0.0112409,0.0107341,-0.0145986,-0.00997342,0.0075364,0.0270391,0
0,HG01992,AMR,0,50.0,-0.0135688,-0.00836113,0.0418519,0.0856299,0.0172043,0.00222932,-0.00270609,-0.00896052,-0.0036565,0.0129152,1
0,HG01997,AMR,0,49.0,-0.0150127,-0.00811647,0.0409957,0.086651,-0.0094065,8.27712e-5,-0.0120436,-0.0281826,0.0208282,-0.00419586,0
0,HG02002,AMR,1,45.0,-0.0143472,-0.000948591,0.0310173,0.0604651,0.00386915,0.0195724,-0.0274784,-0.00754854,0.0438148,-0.0106328,1
0,HG02003,AMR,0,43.0,-0.0134806,-0.00316988,0.0341703,0.074147,0.0151179,0.0162269,-0.0159654,-0.0120726,-0.0236902,0.00701346,0
0,HG02006,AMR,0,60.0,0.0110896,-0.00259842,0.0177237,0.0328195,0.0295411,-0.00490801,-0.000689208,-0.023233,-0.0153646,-0.008001,0
0,HG02008,AMR,1,44.0,-0.0141075,-0.0101181,0.0433413,0.0914528,0.00104356,0.00259645,-0.00457133,-0.0228815,-0.00706891,-0.00732915,1
0,HG02009,AFR,1,56.0,0.0182722,0.00666141,0.0017069,-0.00365765,-0.00364779,0.00926337,-0.0144116,-0.00667986,0.0287727,0.00442312,1
0,HG02010,AFR,0,48.0,0.0296926,-0.00155532,0.000459248,-0.00200925,-0.00511799,0.00330171,-0.0113743,-0.0104793,-0.0156173,0.0199003,1
0,HG02012,AFR,0,48.0,0.024274,0.00291331,0.00681271,-0.00746401,-0.00219374,-0.0260137,-0.00441227,0.00307141,0.0288703,0.000330557,1
0,HG02013,AFR,1,44.0,0.0355168,-0.0053205,0.00290451,-0.0036299,0.00740506,-0.0344519,0.00227474,0.0211004,-0.00304971,0.0234365,1
0,HG02014,AFR,1,57.0,0.0313067,-0.000793571,0.00194712,0.00124273,-0.00270518,-0.000140203,-0.0132788,-0.00680702,-0.0111264,0.00530055,0
0,HG02016,EAS,0,41.0,-0.0153366,-0.0289463,-0.0019861,-0.0117851,0.0321425,0.00992392,-0.020863,-0.0243432,-0.0112859,0.00301604,0
0,HG02017,EAS,1,51.0,-0.0167075,-0.031393,0.00182005,-0.014314,0.0388319,0.00591975,-0.00975991,-0.0279725,-0.00781803,0.0251861,0
0,HG02019,EAS,0,43.0,-0.016382,-0.0313589,-0.00459846,-0.0139467,0.0353546,0.0103276,-0.0320343,-0.026575,0.017821,0.0248345,0
0,HG02020,EAS,1,53.0,-0.0150525,-0.0343676,0.00353579,-0.0182311,0.0328926,0.0206302,-0.02007,-0.0143018,-0.0110995,0.0148908,0
0,HG02023,EAS,1,49.0,-0.0155002,-0.0327143,0.00103104,-0.0126291,0.0525613,-0.00208765,-0.00181223,-0.00317116,-0.00353838,0.0269357,0
0,HG02025,EAS,0,42.0,-0.0156009,-0.0338154,-0.00173877,-0.0146342,0.029031,0.010608,-0.0123206,-0.00662002,0.0154177,0.0365685,0
0,HG02026,EAS,1,50.0,-0.0148328,-0.0323731,-0.000477006,-0.00923106,0.0258098,0.0099877,-0.0110602,-0.00660873,-0.00281999,0.0263256,0
0,HG02028,EAS,0,51.0,-0.0145164,-0.0317132,0.00421475,-0.0146941,0.0520652,-0.0130341,0.00322585,-0.012124,-0.0449059,0.0336017,0
0,HG02029,EAS,1,49.0,-0.0161386,-0.0344489,0.00569156,-0.0163641,0.0114863,0.011026,-0.00772286,-0.000254917,0.00795409,0.0347381,0
0,HG02031,EAS,0,42.0,-0.0157912,-0.0352819,0.00585426,-0.0193678,0.0393511,-0.0105022,-0.00588146,-0.0015309,0.0209865,-0.0178985,0
0,HG02032,EAS,1,49.0,-0.0170631,-0.0341936,0.00410648,-0.0200056,0.000359309,-0.00717362,0.00186547,0.00841829,0.0174883,-0.042476,0
0,HG02035,EAS,1,50.0,-0.0156644,-0.0317498,0.00252934,-0.0128893,0.0388489,0.0248772,-0.0118448,-0.0123503,-0.011649,0.00451454,1
0,HG02040,EAS,1,53.0,-0.0161006,-0.0328282,0.00227573,-0.0169329,0.0413845,0.016296,-0.00877282,-0.0135706,-0.0111235,0.00900246,0
0,HG02047,EAS,1,48.0,-0.016651,-0.0329477,0.00120042,-0.0103154,0.0368401,0.0243481,-0.00562546,-0.0141351,-0.0358095,0.00952744,1
0,HG02048,EAS,0,49.0,-0.0158888,-0.0331501,-0.00063561,-0.0123259,0.0214859,0.0176462,-0.0160083,-0.00786804,0.0109461,0.021082,0
0,HG02049,EAS,0,46.0,-0.0158359,-0.0308997,0.00069723,-0.0109562,0.047151,0.0166587,-0.0202698,-0.00319149,0.0115776,0.0130845,0
0,HG02050,EAS,1,46.0,-0.0165725,-0.0343463,0.00465427,-0.0178186,0.0320265,-0.0141707,-0.012027,0.0128083,0.0263469,-0.0201058,0
0,HG02051,AFR,1,48.0,0.0352262,-0.00463267,0.00515005,0.00194489,0.0147671,-0.0370418,0.0161303,0.0103731,-0.0207848,-0.0233356,1
0,HG02052,AFR,0,50.0,0.0349274,-0.00451998,0.000481691,0.00122282,0.000975288,-0.00661895,-0.00569468,-0.00148218,0.0212517,-0.00426326,1
0,HG02053,AFR,1,50.0,0.0308476,-0.000856117,0.0034778,-0.00471058,-0.00726627,-0.036156,0.0141076,0.00583018,0.0143642,-0.020405,1
0,HG02054,AFR,0,41.0,0.028501,-0.00211261,0.00489301,-0.000982384,0.00528696,-0.000261961,-0.0121701,-0.00404119,-0.0265561,-0.0230403,1
0,HG02057,EAS,0,50.0,-0.0135371,-0.0335951,0.00542751,-0.0102237,0.0351909,0.0135232,-0.0027938,-0.00816176,-0.0452747,0.0335287,1
0,HG02058,EAS,1,48.0,-0.0149412,-0.032137,0.00246138,-0.0150415,0.0245868,0.0162347,-0.0212226,-0.0083825,0.0076767,-0.000836623,0
0,HG02060,EAS,0,48.0,-0.0153742,-0.032978,0.00135191,-0.014028,0.0379991,-0.0295065,0.00214521,0.0123669,0.00714553,0.00240593,0
0,HG02061,EAS,1,51.0,-0.0166289,-0.0306892,0.00542736,-0.0142417,0.0362166,-0.0224662,0.0010965,0.00424638,0.000486876,0.0150195,0
0,HG02064,EAS,1,52.0,-0.0150203,-0.0324334,0.00265996,-0.017154,0.035745,-0.0234108,-0.000154224,0.000474477,0.00404034,-0.0281362,1
0,HG02067,EAS,1,45.0,-0.0157283,-0.0294063,0.000368112,-0.0143881,0.0414735,-0.0264028,-0.0040488,-0.00131009,-0.0033572,-0.0234637,0
0,HG02069,EAS,0,45.0,-0.0133632,-0.0337186,0.00197607,-0.00625635,0.0370539,0.0127962,-0.00722274,-0.00948165,-0.0464743,0.00653359,0
0,HG02070,EAS,1,43.0,-0.0152435,-0.0335394,0.000771171,-0.0133902,0.0260547,0.0138536,-0.0215882,-0.0130673,0.00213788,0.00430703,0
0,HG02072,EAS,0,44.0,-0.0154114,-0.0307964,-0.00191312,-0.0131281,0.0265735,0.0222391,-0.0103783,0.000755787,0.0113879,0.0301814,0
0,HG02073,EAS,1,54.0,-0.015994,-0.0315835,-0.00350385,-0.0168287,0.0165814,0.0221683,-0.0161595,-0.00123454,0.0118439,0.00167721,0
0,HG02075,EAS,0,47.0,-0.0143454,-0.0326523,-0.00247396,-0.0137376,0.015566,0.0174923,-0.0179683,-0.0196104,0.0227202,-0.0102555,0
0,HG02076,EAS,1,48.0,-0.0155336,-0.0329163,0.000802554,-0.0146194,0.0423684,0.0136335,-0.0262463,-0.0198028,0.00432152,0.0342998,0
0,HG02078,EAS,0,59.0,-0.0157607,-0.032202,0.00340666,-0.0141474,0.0432659,0.0204285,-0.0194569,-0.0152596,-0.000330374,0.0390702,0
0,HG02079,EAS,1,54.0,-0.0147879,-0.0324821,0.00558162,-0.0137505,0.0468106,0.0210847,-0.0126274,-0.0108353,-0.0127761,0.00768906,0
0,HG02081,EAS,0,53.0,-0.0161605,-0.0318688,0.00346413,-0.00966407,0.0404985,0.0139715,-0.0172047,-0.01928,-0.0320847,0.0348406,0
0,HG02082,EAS,1,53.0,-0.0157127,-0.0329199,0.00030046,-0.01656,0.0303399,0.0239532,-0.0214165,-0.0207934,-0.0189801,0.0151447,0
0,HG02084,EAS,0,50.0,-0.0154588,-0.0307304,0.000343143,-0.0113572,0.0271897,0.0115039,-0.0167579,-0.0272784,-0.0254118,-0.00930741,0
0,HG02085,EAS,1,47.0,-0.0164695,-0.03451,0.00341617,-0.013362,0.0365324,0.011885,-0.0100042,-0.0338857,-0.0291666,0.035175,0
0,HG02086,EAS,0,46.0,-0.0159208,-0.0334362,0.00101565,-0.00930878,0.0367297,0.00919571,-0.0256182,-0.0226516,-0.018578,0.0240874,0
0,HG02087,EAS,0,55.0,-0.0153505,-0.0336548,-0.000875423,-0.0142411,0.050172,0.00732062,-0.0269052,-0.0321445,-0.0237557,0.0122694,0
0,HG02088,EAS,1,43.0,-0.0153069,-0.0327381,0.00298737,-0.0118676,0.0258456,0.0192265,-0.0132072,-0.0309056,-0.0386226,-0.00230527,1
0,HG02089,AMR,0,56.0,-0.0126925,0.00619696,0.0296979,0.0502349,0.00272591,0.0208104,-0.0174008,-0.010102,-0.0373479,-0.00890883,0
0,HG02090,AMR,1,55.0,-0.00104369,0.00284027,0.0218483,0.0363781,0.000863468,0.00480396,-0.0116023,-0.0119908,-0.0231849,-0.00781072,1
0,HG02095,AFR,0,45.0,0.0298484,-0.00305072,0.00194825,-0.00178522,-0.00404488,-0.0072828,-0.0111098,-0.0108066,0.00256404,0.0237825,1
0,HG02102,AMR,0,53.0,-0.0113111,-0.0044287,0.0355009,0.0745457,0.00868896,0.00131016,0.0186216,-0.00467271,-0.00753078,-0.0443247,0
0,HG02104,AMR,1,50.0,-0.0146758,-0.00759047,0.0405974,0.0923946,0.00867495,0.00284979,-0.00625562,-0.0278085,0.00900416,0.0227491,1
0,HG02105,AMR,0,60.0,-0.0150936,-0.0139144,0.0481792,0.104037,0.00422032,-0.00723999,-0.00266578,-0.0550468,0.0234717,-0.00193469,0
0,HG02107,AFR,1,43.0,0.0326285,-0.00391935,-0.0013954,-0.00444055,-0.000692338,-0.00839948,-0.0235105,-0.00307363,0.0207636,0.00489816,1
0,HG02108,AFR,0,54.0,0.0245692,0.0025088,0.00220481,-0.0022206,-0.00477529,-0.0043409,-0.0122456,-0.00573881,0.0178552,0.000513568,1
0,HG02111,AFR,0,57.0,0.0309768,-0.00201874,0.00235896,0.00170898,-0.00876099,0.00206081,-0.00505075,0.00192907,0.0132942,-0.00633067,1
0,HG02113,EAS,0,42.0,-0.015861,-0.0325131,0.000573825,-0.0131336,0.0127894,0.0279531,-0.032231,-0.0256567,0.0106411,-0.0269903,0
0,HG02116,EAS,1,55.0,-0.0152864,-0.0330531,0.00471596,-0.0106275,0.0323913,0.0134875,-0.00696053,-0.00958101,-0.0158719,-0.0146109,0
0,HG02121,EAS,0,53.0,-0.0160382,-0.0320177,-0.000757434,-0.0118045,0.0287133,0.0201683,-0.0197973,-0.00487832,0.00877542,0.0204073,0
0,HG02122,EAS,1,51.0,-0.0154731,-0.0323099,0.00282021,-0.0136979,0.0242695,0.0162553,-0.0215188,-0.0183525,0.012787,0.0127774,0
0,HG02127,EAS,0,53.0,-0.0160594,-0.0336245,0.00288268,-0.0168123,0.0369629,0.0172177,-0.0203953,-0.0170559,0.0171298,-0.00248921,0
0,HG02128,EAS,1,54.0,-0.015816,-0.0327838,0.00380867,-0.0118388,0.0394052,0.0185672,-0.0095312,-0.0219149,-0.0316457,0.015521,0
0,HG02130,EAS,0,44.0,-0.0169034,-0.0308464,0.00458653,-0.018241,0.0328687,-0.0205086,-0.000280096,0.0140276,0.0115251,-0.00608459,0
0,HG02131,EAS,1,51.0,-0.0159319,-0.0299365,0.00276518,-0.0124609,0.0373238,-0.0230985,-0.010254599999999999,0.0128948,0.0248132,-0.00310852,0
0,HG02133,EAS,0,47.0,-0.0163682,-0.033739,0.00145948,-0.0186236,0.0459983,-0.0317003,-0.00858441,-0.000442062,0.028941,-0.00623501,1
0,HG02134,EAS,1,45.0,-0.0163784,-0.0322555,0.0053197,-0.0155891,0.0281248,-0.0158336,0.00146702,0.0184642,0.0269127,0.0199537,0
0,HG02136,EAS,0,55.0,-0.0159324,-0.0326366,0.00457972,-0.0149651,0.0433082,-0.0252467,-0.00740288,0.0110665,0.00499985,0.0195017,0
0,HG02137,EAS,1,50.0,-0.0167075,-0.0311847,0.00201133,-0.0135849,0.0578012,-0.0250948,-0.00421565,0.00662487,-0.0146677,0.021928,0
0,HG02138,EAS,1,45.0,-0.0159144,-0.0333689,0.00390711,-0.0101751,0.0304404,0.0218608,-0.0264232,-0.0199892,-0.00682586,0.021775,0
0,HG02139,EAS,0,57.0,-0.0153752,-0.0306366,-0.000902738,-0.0122431,0.0227929,0.0156379,-0.0175238,-0.0250277,-0.0214225,-0.028252,0
0,HG02140,EAS,0,44.0,-0.0153896,-0.0346914,0.000587769,-0.0150538,0.052052,0.0207659,-0.0281956,-0.0234526,-0.00733641,0.0211684,0
0,HG02141,EAS,1,55.0,-0.0165739,-0.0320138,0.00158895,-0.0117655,0.0263699,0.0214533,-0.0281748,-0.0209662,0.00984549,0.0287083,0
0,HG02142,EAS,0,51.0,-0.0166134,-0.0319169,0.00465077,-0.0154666,0.04189,-0.0122205,-0.00368568,0.00434771,-0.0175544,0.0348243,0
0,HG02143,AFR,1,50.0,0.0303326,-0.000759149,-5.28082e-5,-0.00384789,-0.00575259,-0.00579207,-0.00504138,-0.00360425,0.0236763,-0.00197774,1
0,HG02144,AFR,0,48.0,0.0322109,-0.00483398,0.00242301,-0.000100539,0.00217337,-0.00182142,0.00337072,-0.00263338,-0.0099341,0.00389533,1
0,HG02146,AMR,1,49.0,-0.0166625,-0.0118613,0.0488123,0.0951609,0.000775845,-0.0325335,0.0174036,0.00355344,0.00612609,-0.028981,0
0,HG02147,AMR,0,51.0,-0.0140747,-0.00972507,0.0460314,0.0817615,0.00932064,-0.047417,0.00912767,-0.00112782,-0.00760862,-0.0393659,0
0,HG02150,AMR,1,53.0,-0.0158602,-0.0113496,0.0367426,0.0929369,0.0181274,0.00325955,0.0153525,-0.00353282,0.0288063,0.0010639,0
0,HG02151,EAS,0,58.0,-0.015102,-0.0342775,0.00945526,-0.0171414,0.0438643,-0.0172858,0.00531746,-0.00673668,-0.0329177,-0.00288859,0
0,HG02152,EAS,0,47.0,-0.0160647,-0.0334752,0.00478177,-0.0107747,0.0326407,0.00948595,-0.00851883,-0.030612,-0.0251441,0.0101239,0
0,HG02153,EAS,0,47.0,-0.0150913,-0.0336386,0.00205254,-0.0130206,0.0366801,0.0078617,-0.0261774,-0.0263554,0.0125327,0.00861721,0
0,HG02154,EAS,0,47.0,-0.0156685,-0.0343458,0.0017458,-0.0158848,0.039092,0.0193462,-0.0328146,-0.0197192,0.0114941,0.0125652,0
0,HG02155,EAS,0,48.0,-0.0153579,-0.0336934,0.00189172,-0.0182009,0.0261471,0.0151802,-0.0252374,-0.0133507,0.017453,0.00849868,0
0,HG02156,EAS,0,47.0,-0.0165752,-0.0343083,-0.00216249,-0.0146758,0.0376731,0.0128084,-0.0143582,-0.022381,0.00164727,-0.00994222,0
0,HG02164,EAS,0,63.0,-0.0167468,-0.0328855,0.0028765,-0.0176513,0.0342885,0.0137017,-0.0168904,-0.0211522,0.0114137,0.0136952,1
0,HG02165,EAS,0,55.0,-0.0159486,-0.0316696,0.00445208,-0.0145423,0.0356452,0.0206361,-0.0110483,-0.0317751,-0.0105789,0.0133453,0
0,HG02166,EAS,0,54.0,-0.0154468,-0.0339351,0.0046284,-0.0121554,0.0387241,0.0135084,-0.0129603,-0.0194267,-0.0184913,0.0083284,0
0,HG02178,EAS,0,51.0,-0.0160173,-0.0337014,0.000723011,-0.0131735,0.0414097,0.0119572,-0.0179134,-0.0178679,-0.00189646,0.0185606,0
0,HG02179,EAS,0,56.0,-0.0164356,-0.0332349,0.00324143,-0.00923939,0.0469717,0.00985571,-0.0283412,-0.0282621,-0.00523583,0.0245093,0
0,HG02180,EAS,0,46.0,-0.0155118,-0.0356853,-0.00101939,-0.0153207,0.0406375,0.0238855,-0.0260185,-0.0196993,0.015661,-0.0213505,0
0,HG02181,EAS,0,48.0,-0.0153278,-0.0350697,0.00183145,-0.0138015,0.0580171,0.0106145,-0.0226501,-0.0197878,-0.00778183,0.0175467,0
0,HG02182,EAS,0,52.0,-0.0165988,-0.031154,0.00311697,-0.0138998,0.050473,0.00338266,-0.0215841,-0.0138238,-0.0317154,0.00606337,0
0,HG02184,EAS,0,54.0,-0.0163641,-0.0338222,0.00394295,-0.0214907,0.0360265,0.0216402,-0.0153288,-0.0113074,0.0147178,-0.0210252,0
0,HG02185,EAS,0,49.0,-0.0157969,-0.0354217,0.00439641,-0.0178295,0.0498876,0.0162409,-0.0169891,-0.0206491,0.011704,0.0172358,0
0,HG02186,EAS,0,42.0,-0.0166075,-0.0309937,0.00112229,-0.0153601,0.0477249,0.01082,-0.0101093,-0.0217752,-0.00967194,-0.00386842,0
0,HG02187,EAS,0,44.0,-0.0155287,-0.0341445,0.00399088,-0.0114901,0.03761,0.0111351,-0.00751375,-0.0225429,-0.000681796,-0.000584726,0
0,HG02188,EAS,0,55.0,-0.0159157,-0.0349579,0.00143923,-0.00971991,0.0594631,0.00710603,-0.0206597,-0.0246235,-0.00529956,0.0394023,0
0,HG02190,EAS,0,48.0,-0.0155422,-0.0321376,0.00338177,-0.0149138,0.0307722,0.0141039,-0.0228309,-0.00708509,0.0114699,0.0199387,0
0,HG02215,EUR,0,41.0,-0.0111666,0.0270521,0.0115803,-0.0144325,0.0112863,-0.0334262,0.0338782,0.00400143,-0.0297711,0.00909951,0
0,HG02219,EUR,1,49.0,-0.00850429,0.0247456,0.00709966,-0.00968008,0.0233899,0.0378081,-0.00112407,-0.0166242,-0.0133899,0.010183,0
0,HG02220,EUR,0,44.0,-0.0110723,0.023944,0.0116991,-0.0202759,-0.000331393,0.0280744,-0.0203396,-0.0020468,-0.00727482,-0.0138465,0
0,HG02221,EUR,1,46.0,-0.0102889,0.0279925,0.0121042,-0.0201444,0.00633923,0.0337024,-0.0165444,0.00787237,-0.0113535,-0.00962052,0
0,HG02223,EUR,0,54.0,-0.00984368,0.0272251,0.0127093,-0.0159686,0.00221928,0.0278219,-0.0158444,0.0166547,0.00155919,0.00541095,0
0,HG02224,EUR,1,43.0,-0.0105981,0.0266905,0.0129456,-0.0190524,0.0166063,0.0238183,-0.00831789,-0.00236145,-0.00395748,0.00612931,0
0,HG02230,EUR,0,46.0,-0.0104252,0.0286525,0.0114311,-0.0144399,0.00749284,0.0225606,-0.000468426,0.00109764,0.00474439,0.00552205,0
0,HG02231,EUR,1,48.0,-0.0116107,0.027093,0.00864673,-0.0136537,0.00103758,0.0167246,-0.0022819,0.00235187,-0.0249878,0.00199713,0
0,HG02232,EUR,0,54.0,-0.0107237,0.0275856,0.0164606,-0.020373,0.00738449,-0.0200739,0.00742745,0.0334753,-0.0112356,0.0118849,1
0,HG02233,EUR,1,47.0,-0.00844442,0.0260529,0.0145619,-0.0212633,0.00124911,-0.0140164,-0.00547252,0.0376858,0.000293486,0.00101152,0
0,HG02235,EUR,0,58.0,-0.0125259,0.026374,0.0106427,-0.0156353,0.0138471,0.0148874,-0.0117326,-0.00234555,-0.0219779,0.00935909,1
0,HG02236,EUR,1,55.0,-0.0111549,0.0273447,0.0124718,-0.0166686,0.0130429,0.0283852,-0.0111352,-0.00465,0.00257967,0.0181967,0
0,HG02238,EUR,1,49.0,-0.0088919,0.0277871,0.0130168,-0.0165967,0.00975025,-0.0089342,0.00221522,0.0462864,0.0102867,0.00219497,0
0,HG02239,EUR,0,50.0,-0.0102019,0.0276296,0.0151252,-0.0198625,-0.00111746,-0.0141288,-0.000482559,0.0331612,0.00866283,-0.012797,0
0,HG02250,EAS,1,52.0,-0.0158815,-0.0334313,0.00531968,-0.0178764,0.0262053,-0.016136,-0.00313025,6.14659e-7,0.0123063,-0.00553435,0
0,HG02252,AMR,0,47.0,-0.0128171,-0.000934677,0.0330692,0.0556158,0.0126454,0.0362461,-0.00732068,-0.0180454,0.0597275,0.00106706,0
0,HG02253,AMR,1,51.0,-0.0101883,0.0131285,0.0185998,0.0165736,-0.00104631,0.0443446,0.000803722,-0.00301696,0.0170907,-0.0325735,0
0,HG02255,AFR,1,46.0,0.0292504,-0.00205789,-0.000342173,-0.00328418,-0.00291004,0.00244212,-0.0143569,-0.0158943,0.0178945,-0.00212509,0
0,HG02256,AFR,0,55.0,0.021827,0.00543843,0.00740507,-0.00716112,-0.00227214,0.00147669,-0.013976,-0.0145535,0.00233083,-0.0056448,1
0,HG02259,AMR,1,58.0,-0.0156539,-0.0134792,0.0459466,0.0984467,-0.00664577,-0.0361021,0.0168286,-0.00302694,0.00621705,-0.00856602,0
0,HG02260,AMR,0,62.0,-0.0155329,-0.00957203,0.0488824,0.098014,0.0223102,-0.0309628,0.00419469,0.00304947,0.000852301,-0.0303294,0
0,HG02262,AMR,1,46.0,-0.0148477,-0.00208905,0.0322565,0.0660385,0.0157235,0.00234279,0.0154861,-0.01398,-0.00526174,-0.00902024,0
0,HG02265,AMR,1,44.0,-0.0153913,-0.0127074,0.0435605,0.106232,-0.00815638,0.00893823,0.000414868,-0.0195585,0.0271406,-0.0444566,0
0,HG02266,AMR,0,50.0,-0.0143645,-0.014129,0.042666,0.103106,0.00802336,0.00780579,0.011334,-0.0184571,-0.00841508,-0.019185,0
0,HG02271,AMR,1,59.0,-0.0163317,-0.0163451,0.0468262,0.0988303,0.0140384,-0.0411418,0.0038525,-0.000377075,0.0252843,-0.00434949,0
0,HG02272,AMR,0,46.0,-0.0156339,-0.0120428,0.0466022,0.105012,0.00496556,-0.0022416,-0.0124127,-0.0232084,0.0280591,-0.0031204,0
0,HG02274,AMR,1,51.0,-0.00594608,-0.0044187,0.0260667,0.0647413,0.0087476,0.0193778,0.00735063,-0.0175148,0.000698999,-0.0166049,0
0,HG02275,AMR,0,54.0,-0.0151247,-0.011586,0.043089,0.0979186,0.0108456,0.0157477,0.0101701,-0.0264022,-0.00255314,0.018464,0
0,HG02277,AMR,1,46.0,-0.0139611,-0.00208416,0.0350383,0.0680929,0.0173567,0.0138323,-0.0171571,-0.0184516,-0.0110499,0.0231716,0
0,HG02278,AMR,0,54.0,-0.0154497,-0.00682202,0.0416337,0.0768972,0.0232861,0.00281077,-0.00907793,-0.0322206,-0.0212994,0.0212379,0
0,HG02281,AFR,1,46.0,0.0342073,-0.00521419,-0.00139057,-0.00275533,-0.00102803,-0.00998462,-0.0309003,-0.0120749,0.0233815,0.00523175,1
0,HG02282,AFR,0,52.0,0.0305542,-0.00170341,0.00126814,-0.00375586,0.00212327,0.00100284,-0.00584018,-0.00913372,-0.00849691,-0.000671963,1
0,HG02283,AFR,1,57.0,0.0277826,-0.00126936,0.00236233,0.0010821,0.00691944,-0.00250292,0.000504427,-0.0105343,-0.0171089,-0.0125066,0
0,HG02284,AFR,1,50.0,0.0339301,-0.00272511,0.00306614,-0.00109888,0.000365755,-0.00378748,-0.0024185,-0.00226022,3.77653e-5,-0.0109281,1
0,HG02285,AMR,1,47.0,-0.0156307,-0.00679407,0.0353535,0.0752682,0.0157961,-0.000341958,-0.00919887,-0.0305489,-0.0193589,0.0191021,0
0,HG02286,AMR,0,58.0,-0.0147842,-0.00123571,0.0294601,0.0644071,-0.00802487,0.0112006,-0.00493312,-0.0168162,0.0256038,0.0349547,0
0,HG02291,AMR,1,40.0,-0.0156108,-0.0133313,0.0466437,0.105732,-0.0145557,-0.00698487,-0.00164856,-0.0101842,-0.00260558,-0.0162004,0
0,HG02292,AMR,0,51.0,-0.0137882,-0.00876609,0.0359526,0.0819574,0.000126755,-0.00551641,-0.0091722,-0.00848278,-0.0146631,-0.0100912,0
0,HG02298,AMR,0,48.0,-0.0135401,0.000713482,0.0295331,0.0564565,-0.000494366,-0.00260731,-0.00254014,-0.0118166,0.016715,0.00461369,0
0,HG02299,AMR,1,49.0,-0.012902,-0.0046577,0.0396825,0.080874,-0.00873901,0.00726772,-0.0184915,-0.0082722,0.0497205,0.00236247,0
0,HG02301,AMR,0,51.0,-0.0136952,0.00116572,0.0323581,0.0633067,-0.00116222,0.009191,-0.0171275,-0.0246798,0.0175146,-0.00379572,0
0,HG02304,AMR,1,53.0,-0.0130601,-0.00946392,0.035815,0.0874811,0.0199556,0.00667001,0.0253749,-0.00526793,-0.00441828,0.012129,0
0,HG02307,AFR,1,55.0,0.0343,-0.00454846,-0.000111505,0.000635317,0.0106908,-0.00548032,0.00637641,-0.00997375,-0.0208815,0.0112989,1
0,HG02308,AFR,0,44.0,0.0314896,-0.00288617,0.00145674,-0.00134479,-0.00386732,-0.00185353,-0.0224215,-0.00457306,0.0303571,0.00451861,1
0,HG02309,AFR,0,45.0,0.0318723,-0.00152011,0.00306733,-0.001739,-0.00491249,-0.00648078,-0.0141332,-0.00334112,-0.0238721,-0.0192094,1
0,HG02312,AMR,0,41.0,-0.0136941,-0.00407319,0.0363424,0.0773981,0.0205917,0.00443892,0.0207786,-0.00941504,0.00236821,-0.033581,0
0,HG02314,AFR,1,55.0,0.032337,-0.000923994,0.00305553,-0.00440503,0.0141917,-0.0050212,-0.00267896,0.000225762,-0.0101431,-0.0103177,1
0,HG02315,AFR,0,55.0,0.0313364,-0.00154512,-0.000913776,-0.000138312,-0.00412231,-0.00149552,-0.00310495,0.00241855,0.0238052,-0.00184161,1
0,HG02317,AFR,1,44.0,0.0322993,-0.00418286,0.00264151,-0.00222793,0.00516911,-0.00522464,-0.00757617,-0.0191802,0.00878341,0.0212181,1
0,HG02318,AFR,0,56.0,0.0347471,-0.00520804,8.58298e-5,-0.00137295,-0.00328097,-0.00508589,-0.0222978,-0.0272615,0.00644548,-0.0147383,1
0,HG02322,AFR,0,48.0,0.0245674,0.000520389,-0.00177403,-0.00318379,-0.00427889,-0.00843379,0.0118104,-0.00622873,-0.00918698,0.0241205,1
